datetime mains
"2016-03-06 00:00:00" 473.0
"2016-03-06 01:00:00" 736.0
"2016-03-06 02:00:00" 479.0
"2016-03-06 03:00:00" 467.0
"2016-03-06 04:00:00" 610.0
"2016-03-06 05:00:00" 598.0
"2016-03-06 06:00:00" 2412.0
"2016-03-06 07:00:00" 881.0
"2016-03-06 08:00:00" 2822.0
"2016-03-06 09:00:00" 886.0
"2016-03-06 10:00:00" 3093.0
"2016-03-06 11:00:00" 909.0
"2016-03-06 12:00:00" 547.0
"2016-03-06 13:00:00" 550.0
"2016-03-06 14:00:00" 5549.0
"2016-03-06 15:00:00" 3898.0
"2016-03-06 16:00:00" 1856.0
"2016-03-06 17:00:00" 1329.0
"2016-03-06 18:00:00" 1120.0
"2016-03-06 19:00:00" 1260.0
"2016-03-06 20:00:00" 1439.0
"2016-03-06 21:00:00" 994.0
"2016-03-06 22:00:00" 1223.0
"2016-03-06 23:00:00" 401.0
"2016-03-07 00:00:00" 726.0
"2016-03-07 01:00:00" 620.0
"2016-03-07 02:00:00" 588.0
"2016-03-07 03:00:00" 459.0
"2016-03-07 04:00:00" 742.0
"2016-03-07 05:00:00" 584.0
"2016-03-07 06:00:00" 4535.0
"2016-03-07 07:00:00" 3268.0
"2016-03-07 08:00:00" 546.0
"2016-03-07 09:00:00" 545.0
"2016-03-07 10:00:00" 841.0
"2016-03-07 11:00:00" 830.0
"2016-03-07 12:00:00" 679.0
"2016-03-07 13:00:00" 527.0
"2016-03-07 14:00:00" 1094.0
"2016-03-07 15:00:00" 868.0
"2016-03-07 16:00:00" 2367.0
"2016-03-07 17:00:00" 1018.0
"2016-03-07 18:00:00" 1616.0
"2016-03-07 19:00:00" 1622.0
"2016-03-07 20:00:00" 1610.0
"2016-03-07 21:00:00" 1048.0
"2016-03-07 22:00:00" 513.0
"2016-03-07 23:00:00" 451.0
"2016-03-08 00:00:00" 742.0
"2016-03-08 01:00:00" 601.0
"2016-03-08 02:00:00" 604.0
"2016-03-08 03:00:00" 463.0
"2016-03-08 04:00:00" 2218.0
"2016-03-08 05:00:00" 2496.0
"2016-03-08 06:00:00" 2964.0
"2016-03-08 07:00:00" 759.0
"2016-03-08 08:00:00" 798.0
"2016-03-08 09:00:00" 2738.0
"2016-03-08 10:00:00" 879.0
"2016-03-08 11:00:00" 701.0
"2016-03-08 12:00:00" 2388.0
"2016-03-08 13:00:00" 2780.0
"2016-03-08 14:00:00" 643.0
"2016-03-08 15:00:00" 1225.0
"2016-03-08 16:00:00" 1293.0
"2016-03-08 17:00:00" 1049.0
"2016-03-08 18:00:00" 1212.0
"2016-03-08 19:00:00" 766.0
"2016-03-08 20:00:00" 2969.0
"2016-03-08 21:00:00" 1279.0
"2016-03-08 22:00:00" 1667.0
"2016-03-08 23:00:00" 775.0
"2016-03-09 00:00:00" 598.0
"2016-03-09 01:00:00" 458.0
"2016-03-09 02:00:00" 605.0
"2016-03-09 03:00:00" 730.0
"2016-03-09 04:00:00" 562.0
"2016-03-09 05:00:00" 2232.0
"2016-03-09 06:00:00" 2973.0
"2016-03-09 07:00:00" 1047.0
"2016-03-09 08:00:00" 851.0
"2016-03-09 09:00:00" 2514.0
"2016-03-09 10:00:00" 593.0
"2016-03-09 11:00:00" 609.0
"2016-03-09 12:00:00" 613.0
"2016-03-09 13:00:00" 628.0
"2016-03-09 14:00:00" 2745.0
"2016-03-09 15:00:00" 730.0
"2016-03-09 16:00:00" 1194.0
"2016-03-09 17:00:00" 3661.0
"2016-03-09 18:00:00" 7953.0
"2016-03-09 19:00:00" 1290.0
"2016-03-09 20:00:00" 2805.0
"2016-03-09 21:00:00" 1027.0
"2016-03-09 22:00:00" 795.0
"2016-03-09 23:00:00" 2535.0
"2016-03-10 00:00:00" 733.0
"2016-03-10 01:00:00" 479.0
"2016-03-10 02:00:00" 804.0
"2016-03-10 03:00:00" 479.0
"2016-03-10 04:00:00" 722.0
"2016-03-10 05:00:00" 2177.0
"2016-03-10 06:00:00" 4662.0
"2016-03-10 07:00:00" 1092.0
"2016-03-10 08:00:00" 2648.0
"2016-03-10 09:00:00" 2904.0
"2016-03-10 10:00:00" 538.0
"2016-03-10 11:00:00" 787.0
"2016-03-10 12:00:00" 1918.0
"2016-03-10 13:00:00" 1757.0
"2016-03-10 14:00:00" 622.0
"2016-03-10 15:00:00" 851.0
"2016-03-10 16:00:00" 643.0
"2016-03-10 17:00:00" 2418.0
"2016-03-10 18:00:00" 4899.0
"2016-03-10 19:00:00" 1762.0
"2016-03-10 20:00:00" 3135.0
"2016-03-10 21:00:00" 919.0
"2016-03-10 22:00:00" 611.0
"2016-03-10 23:00:00" 483.0
"2016-03-11 00:00:00" 594.0
"2016-03-11 01:00:00" 477.0
"2016-03-11 02:00:00" 466.0
"2016-03-11 03:00:00" 582.0
"2016-03-11 04:00:00" 573.0
"2016-03-11 05:00:00" 476.0
"2016-03-11 06:00:00" 2585.0
"2016-03-11 07:00:00" 3060.0
"2016-03-11 08:00:00" 692.0
"2016-03-11 09:00:00" 599.0
"2016-03-11 10:00:00" 876.0
"2016-03-11 11:00:00" 579.0
"2016-03-11 12:00:00" 582.0
"2016-03-11 13:00:00" 1053.0
"2016-03-11 14:00:00" 941.0
"2016-03-11 15:00:00" 830.0
"2016-03-11 16:00:00" 1073.0
"2016-03-11 17:00:00" 3009.0
"2016-03-11 18:00:00" 2943.0
"2016-03-11 19:00:00" 579.0
"2016-03-11 20:00:00" 1059.0
"2016-03-11 21:00:00" 1584.0
"2016-03-11 22:00:00" 1487.0
"2016-03-11 23:00:00" 1063.0
"2016-03-12 00:00:00" 780.0
"2016-03-12 01:00:00" 987.0
"2016-03-12 02:00:00" 585.0
"2016-03-12 03:00:00" 570.0
"2016-03-12 04:00:00" 547.0
"2016-03-12 05:00:00" 2284.0
"2016-03-12 06:00:00" 2347.0
"2016-03-12 07:00:00" 2280.0
"2016-03-12 08:00:00" 1060.0
"2016-03-12 09:00:00" 812.0
"2016-03-12 10:00:00" 2335.0
"2016-03-12 11:00:00" 408.0
"2016-03-12 12:00:00" 516.0
"2016-03-12 13:00:00" 409.0
"2016-03-12 14:00:00" 364.0
"2016-03-12 15:00:00" 491.0
"2016-03-12 16:00:00" 2218.0
"2016-03-12 17:00:00" 6423.0
"2016-03-12 18:00:00" 844.0
"2016-03-12 19:00:00" 688.0
"2016-03-12 20:00:00" 2512.0
"2016-03-12 21:00:00" 2908.0
"2016-03-12 22:00:00" 2799.0
"2016-03-12 23:00:00" 3287.0
"2016-03-13 00:00:00" 438.0
"2016-03-13 01:00:00" 668.0
"2016-03-13 02:00:00" 403.0
"2016-03-13 03:00:00" 535.0
"2016-03-13 04:00:00" 2294.0
"2016-03-13 05:00:00" 2655.0
"2016-03-13 06:00:00" 2004.0
"2016-03-13 07:00:00" 2602.0
"2016-03-13 08:00:00" 1308.0
"2016-03-13 09:00:00" 1292.0
"2016-03-13 10:00:00" 1233.0
"2016-03-13 11:00:00" 1247.0
"2016-03-13 12:00:00" 2185.0
"2016-03-13 13:00:00" 238.0
"2016-03-13 14:00:00" 580.0
"2016-03-13 15:00:00" 739.0
"2016-03-13 16:00:00" 779.0
"2016-03-13 17:00:00" 3740.0
"2016-03-13 18:00:00" 1428.0
"2016-03-13 19:00:00" 1630.0
"2016-03-13 20:00:00" 7990.0
"2016-03-13 21:00:00" 1275.0
"2016-03-13 22:00:00" 1272.0
"2016-03-13 23:00:00" 614.0
"2016-03-14 00:00:00" 716.0
"2016-03-14 01:00:00" 480.0
"2016-03-14 02:00:00" 623.0
"2016-03-14 03:00:00" 729.0
"2016-03-14 04:00:00" 2244.0
"2016-03-14 05:00:00" 2390.0
"2016-03-14 06:00:00" 539.0
"2016-03-14 07:00:00" 3182.0
"2016-03-14 08:00:00" 1024.0
"2016-03-14 09:00:00" 976.0
"2016-03-14 10:00:00" 4556.0
"2016-03-14 11:00:00" 762.0
"2016-03-14 12:00:00" 2921.0
"2016-03-14 13:00:00" 734.0
"2016-03-14 14:00:00" 727.0
"2016-03-14 15:00:00" 1306.0
"2016-03-14 16:00:00" 1434.0
"2016-03-14 17:00:00" 726.0
"2016-03-14 18:00:00" 781.0
"2016-03-14 19:00:00" 1497.0
"2016-03-14 20:00:00" 1490.0
"2016-03-14 21:00:00" 3157.0
"2016-03-14 22:00:00" 1627.0
"2016-03-14 23:00:00" 1227.0
"2016-03-15 00:00:00" 731.0
"2016-03-15 01:00:00" 477.0
"2016-03-15 02:00:00" 601.0
"2016-03-15 03:00:00" 2323.0
"2016-03-15 04:00:00" 618.0
"2016-03-15 05:00:00" 809.0
"2016-03-15 06:00:00" 1042.0
"2016-03-15 07:00:00" 1261.0
"2016-03-15 08:00:00" 831.0
"2016-03-15 09:00:00" 2353.0
"2016-03-15 10:00:00" 2955.0
"2016-03-15 11:00:00" 3693.0
"2016-03-15 12:00:00" 915.0
"2016-03-15 13:00:00" 676.0
"2016-03-15 14:00:00" 2277.0
"2016-03-15 15:00:00" 865.0
"2016-03-15 16:00:00" 927.0
"2016-03-15 17:00:00" 1009.0
"2016-03-15 18:00:00" 2485.0
"2016-03-15 19:00:00" 2499.0
"2016-03-15 20:00:00" 1415.0
"2016-03-15 21:00:00" 1301.0
"2016-03-15 22:00:00" 1010.0
"2016-03-15 23:00:00" 489.0
"2016-03-16 00:00:00" 707.0
"2016-03-16 01:00:00" 856.0
"2016-03-16 02:00:00" 602.0
"2016-03-16 03:00:00" 607.0
"2016-03-16 04:00:00" 456.0
"2016-03-16 05:00:00" 1043.0
"2016-03-16 06:00:00" 601.0
"2016-03-16 07:00:00" 1368.0
"2016-03-16 08:00:00" 770.0
"2016-03-16 09:00:00" 662.0
"2016-03-16 10:00:00" 1058.0
"2016-03-16 11:00:00" 828.0
"2016-03-16 12:00:00" 773.0
"2016-03-16 13:00:00" 1206.0
"2016-03-16 14:00:00" 808.0
"2016-03-16 15:00:00" 1099.0
"2016-03-16 16:00:00" 1043.0
"2016-03-16 17:00:00" 1463.0
"2016-03-16 18:00:00" 555.0
"2016-03-16 19:00:00" 2061.0
"2016-03-16 20:00:00" 3611.0
"2016-03-16 21:00:00" 1242.0
"2016-03-16 22:00:00" 1332.0
"2016-03-16 23:00:00" 465.0
"2016-03-17 00:00:00" 589.0
"2016-03-17 01:00:00" 463.0
"2016-03-17 02:00:00" 714.0
"2016-03-17 03:00:00" 720.0
"2016-03-17 04:00:00" 600.0
"2016-03-17 05:00:00" 458.0
"2016-03-17 06:00:00" 973.0
"2016-03-17 07:00:00" 3676.0
"2016-03-17 08:00:00" 2467.0
"2016-03-17 09:00:00" 2637.0
"2016-03-17 10:00:00" 493.0
"2016-03-17 11:00:00" 595.0
"2016-03-17 12:00:00" 555.0
"2016-03-17 13:00:00" 697.0
"2016-03-17 14:00:00" 786.0
"2016-03-17 15:00:00" 684.0
"2016-03-17 16:00:00" 553.0
"2016-03-17 17:00:00" 732.0
"2016-03-17 18:00:00" 1087.0
"2016-03-17 19:00:00" 1406.0
"2016-03-17 20:00:00" 1164.0
"2016-03-17 21:00:00" 2666.0
"2016-03-17 22:00:00" 924.0
"2016-03-17 23:00:00" 806.0
"2016-03-18 00:00:00" 555.0
"2016-03-18 01:00:00" 542.0
"2016-03-18 02:00:00" 796.0
"2016-03-18 03:00:00" 678.0
"2016-03-18 04:00:00" 643.0
"2016-03-18 05:00:00" 991.0
"2016-03-18 06:00:00" 926.0
"2016-03-18 07:00:00" 1350.0
"2016-03-18 08:00:00" 1455.0
"2016-03-18 09:00:00" 1369.0
"2016-03-18 10:00:00" 809.0
"2016-03-18 11:00:00" 754.0
"2016-03-18 12:00:00" 1085.0
"2016-03-18 13:00:00" 803.0
"2016-03-18 14:00:00" 1112.0
"2016-03-18 15:00:00" 623.0
"2016-03-18 16:00:00" 754.0
"2016-03-18 17:00:00" 1538.0
"2016-03-18 18:00:00" 1163.0
"2016-03-18 19:00:00" 1563.0
"2016-03-18 20:00:00" 1798.0
"2016-03-18 21:00:00" 1331.0
"2016-03-18 22:00:00" 1410.0
"2016-03-18 23:00:00" 812.0
"2016-03-19 00:00:00" 674.0
"2016-03-19 01:00:00" 814.0
"2016-03-19 02:00:00" 671.0
"2016-03-19 03:00:00" 556.0
"2016-03-19 04:00:00" 552.0
"2016-03-19 05:00:00" 2435.0
"2016-03-19 06:00:00" 2484.0
"2016-03-19 07:00:00" 1113.0
"2016-03-19 08:00:00" 2569.0
"2016-03-19 09:00:00" 2538.0
"2016-03-19 10:00:00" 716.0
"2016-03-19 11:00:00" 709.0
"2016-03-19 12:00:00" 474.0
"2016-03-19 13:00:00" 749.0
"2016-03-19 14:00:00" 573.0
"2016-03-19 15:00:00" 472.0
"2016-03-19 16:00:00" 1008.0
"2016-03-19 17:00:00" 596.0
"2016-03-19 18:00:00" 604.0
"2016-03-19 19:00:00" 1234.0
"2016-03-19 20:00:00" 1149.0
"2016-03-19 21:00:00" 987.0
"2016-03-19 22:00:00" 2722.0
"2016-03-19 23:00:00" 722.0
"2016-03-20 00:00:00" 472.0
"2016-03-20 01:00:00" 619.0
"2016-03-20 02:00:00" 603.0
"2016-03-20 03:00:00" 484.0
"2016-03-20 04:00:00" 610.0
"2016-03-20 05:00:00" 2496.0
"2016-03-20 06:00:00" 2271.0
"2016-03-20 07:00:00" 4491.0
"2016-03-20 08:00:00" 1941.0
"2016-03-20 09:00:00" 2395.0
"2016-03-20 10:00:00" 2395.0
"2016-03-20 11:00:00" 465.0
"2016-03-20 12:00:00" 666.0
"2016-03-20 13:00:00" 474.0
"2016-03-20 14:00:00" 691.0
"2016-03-20 15:00:00" 1086.0
"2016-03-20 16:00:00" 1430.0
"2016-03-20 17:00:00" 3221.0
"2016-03-20 18:00:00" 957.0
"2016-03-20 19:00:00" 5770.0
"2016-03-20 20:00:00" 1242.0
"2016-03-20 21:00:00" 1301.0
"2016-03-20 22:00:00" 975.0
"2016-03-20 23:00:00" 602.0
"2016-03-21 00:00:00" 718.0
"2016-03-21 01:00:00" 471.0
"2016-03-21 02:00:00" 477.0
"2016-03-21 03:00:00" 715.0
"2016-03-21 04:00:00" 1018.0
"2016-03-21 05:00:00" 2416.0
"2016-03-21 06:00:00" 3609.0
"2016-03-21 07:00:00" 3350.0
"2016-03-21 08:00:00" 1253.0
"2016-03-21 09:00:00" 1553.0
"2016-03-21 10:00:00" 2738.0
"2016-03-21 11:00:00" 988.0
"2016-03-21 12:00:00" 741.0
"2016-03-21 13:00:00" 1054.0
"2016-03-21 14:00:00" 1057.0
"2016-03-21 15:00:00" 1097.0
"2016-03-21 16:00:00" 950.0
"2016-03-21 17:00:00" 2538.0
"2016-03-21 18:00:00" 985.0
"2016-03-21 19:00:00" 880.0
"2016-03-21 20:00:00" 3124.0
"2016-03-21 21:00:00" 978.0
"2016-03-21 22:00:00" 850.0
"2016-03-21 23:00:00" 801.0
"2016-03-22 00:00:00" 689.0
"2016-03-22 01:00:00" 698.0
"2016-03-22 02:00:00" 811.0
"2016-03-22 03:00:00" 566.0
"2016-03-22 04:00:00" 551.0
"2016-03-22 05:00:00" 2504.0
"2016-03-22 06:00:00" 3123.0
"2016-03-22 07:00:00" 2865.0
"2016-03-22 08:00:00" 756.0
"2016-03-22 09:00:00" 786.0
"2016-03-22 10:00:00" 776.0
"2016-03-22 11:00:00" 900.0
"2016-03-22 12:00:00" 690.0
"2016-03-22 13:00:00" 583.0
"2016-03-22 14:00:00" 564.0
"2016-03-22 15:00:00" 1318.0
"2016-03-22 16:00:00" 1187.0
"2016-03-22 17:00:00" 1010.0
"2016-03-22 18:00:00" 1189.0
"2016-03-22 19:00:00" 1192.0
"2016-03-22 20:00:00" 1391.0
"2016-03-22 21:00:00" 789.0
"2016-03-22 22:00:00" 2391.0
"2016-03-22 23:00:00" 628.0
"2016-03-23 00:00:00" 616.0
"2016-03-23 01:00:00" 475.0
"2016-03-23 02:00:00" 617.0
"2016-03-23 03:00:00" 480.0
"2016-03-23 04:00:00" 600.0
"2016-03-23 05:00:00" 2596.0
"2016-03-23 06:00:00" 901.0
"2016-03-23 07:00:00" 730.0
"2016-03-23 08:00:00" 835.0
"2016-03-23 09:00:00" 685.0
"2016-03-23 10:00:00" 950.0
"2016-03-23 11:00:00" 2338.0
"2016-03-23 12:00:00" 1208.0
"2016-03-23 13:00:00" 725.0
"2016-03-23 14:00:00" 2843.0
"2016-03-23 15:00:00" 864.0
"2016-03-23 16:00:00" 3735.0
"2016-03-23 17:00:00" 3133.0
"2016-03-23 18:00:00" 4010.0
"2016-03-23 19:00:00" 1913.0
"2016-03-23 20:00:00" 3348.0
"2016-03-23 21:00:00" 1675.0
"2016-03-23 22:00:00" 318.0
"2016-03-23 23:00:00" 482.0
"2016-03-24 00:00:00" 588.0
"2016-03-24 01:00:00" 461.0
"2016-03-24 02:00:00" 607.0
"2016-03-24 03:00:00" 479.0
"2016-03-24 04:00:00" 436.0
"2016-03-24 05:00:00" 2782.0
"2016-03-24 06:00:00" 2727.0
"2016-03-24 07:00:00" 831.0
"2016-03-24 08:00:00" 823.0
"2016-03-24 09:00:00" 2391.0
"2016-03-24 10:00:00" 2478.0
"2016-03-24 11:00:00" 692.0
"2016-03-24 12:00:00" 900.0
"2016-03-24 13:00:00" 537.0
"2016-03-24 14:00:00" 689.0
"2016-03-24 15:00:00" 1169.0
"2016-03-24 16:00:00" 3015.0
"2016-03-24 17:00:00" 4762.0
"2016-03-24 18:00:00" 1489.0
"2016-03-24 19:00:00" 1397.0
"2016-03-24 20:00:00" 1543.0
"2016-03-24 21:00:00" 1287.0
"2016-03-24 22:00:00" 1066.0
"2016-03-24 23:00:00" 519.0
"2016-03-25 00:00:00" 519.0
"2016-03-25 01:00:00" 524.0
"2016-03-25 02:00:00" 510.0
"2016-03-25 03:00:00" 521.0
"2016-03-25 04:00:00" 2267.0
"2016-03-25 05:00:00" 2306.0
"2016-03-25 06:00:00" 605.0
"2016-03-25 07:00:00" 926.0
"2016-03-25 08:00:00" 2815.0
"2016-03-25 09:00:00" 720.0
"2016-03-25 10:00:00" 928.0
"2016-03-25 11:00:00" 820.0
"2016-03-25 12:00:00" 910.0
"2016-03-25 13:00:00" 2878.0
"2016-03-25 14:00:00" 1031.0
"2016-03-25 15:00:00" 994.0
"2016-03-25 16:00:00" 3007.0
"2016-03-25 17:00:00" 1535.0
"2016-03-25 18:00:00" 1056.0
"2016-03-25 19:00:00" 1055.0
"2016-03-25 20:00:00" 1128.0
"2016-03-25 21:00:00" 2609.0
"2016-03-25 22:00:00" 926.0
"2016-03-25 23:00:00" 596.0
"2016-03-26 00:00:00" 562.0
"2016-03-26 01:00:00" 690.0
"2016-03-26 02:00:00" 687.0
"2016-03-26 03:00:00" 2312.0
"2016-03-26 04:00:00" 2329.0
"2016-03-26 05:00:00" 2486.0
"2016-03-26 06:00:00" 2485.0
"2016-03-26 07:00:00" 2710.0
"2016-03-26 08:00:00" 686.0
"2016-03-26 09:00:00" 910.0
"2016-03-26 10:00:00" 882.0
"2016-03-26 11:00:00" 730.0
"2016-03-26 12:00:00" 602.0
"2016-03-26 13:00:00" 480.0
"2016-03-26 14:00:00" 611.0
"2016-03-26 15:00:00" 476.0
"2016-03-26 16:00:00" 825.0
"2016-03-26 17:00:00" 1039.0
"2016-03-26 18:00:00" 5693.0
"2016-03-26 19:00:00" 971.0
"2016-03-26 20:00:00" 2026.0
"2016-03-26 21:00:00" 560.0
"2016-03-26 22:00:00" 824.0
"2016-03-26 23:00:00" 599.0
"2016-03-27 00:00:00" 750.0
"2016-03-27 01:00:00" 616.0
"2016-03-27 02:00:00" 594.0
"2016-03-27 03:00:00" 768.0
"2016-03-27 04:00:00" 587.0
"2016-03-27 05:00:00" 2533.0
"2016-03-27 06:00:00" 2428.0
"2016-03-27 07:00:00" 1299.0
"2016-03-27 08:00:00" 1785.0
"2016-03-27 09:00:00" 494.0
"2016-03-27 10:00:00" 611.0
"2016-03-27 11:00:00" 761.0
